F1,F2,F3,F4,F5,F6,F7,F8,F9,F10,C
1.9556131059898294,-2.491120868585907,-4.25891251904199,-2.755148040625378,4.2571096335872545,-0.3182447491024727,-1.4187847391052846,0.4668408869482875,-2.186088759465754,-3.086792343813035,0
1.1499617458846758,0.8710455048952277,-2.052724786638275,2.688234543909898,0.33082735877771485,-1.0761221385478517,-2.380744692938889,-1.596150457005564,2.1602781267942337,1.7896294561311268,0
-1.364426230828316,1.0103178355029652,-1.5187989385787088,-0.7253634500731742,1.7224287995895513,-0.4114602464801691,-0.16049417633586271,0.893766656653777,-3.8302652478682817,-2.619323258117932,0
-1.3382486164816627,-2.2839555804767286,-0.8969162145603352,0.8422473950751425,1.0545316561463853,-0.8438854244157534,-1.7980367876780767,-1.6833316765107762,2.7102821864108315,-1.4084833030948163,0
-0.23960090101725284,-0.6953115953980591,4.94787764711117,-1.2709266115315598,0.16588064393004331,-1.221736342174844,-3.369197890336982,3.5880488234761625,3.6248502231424014,4.290348769544657,1
0.6759933184718734,-0.1401493101894038,-1.9912691345864704,-0.2653055891973568,0.46881557385490225,1.980188919440637,-0.3767791852428468,0.2766746718661438,1.7253841524004971,0.3553286147873529,0
-0.6011681909578634,-0.9788776055982641,0.5461275858680972,2.558873974533386,0.35357817741415465,-0.1906134919304725,-3.6491448696802053,2.0449175008485714,3.668606968803225,0.8682757752199409,0
-3.4081186718274727,-1.6537980058473414,-1.6495526671689762,-0.8134822721704336,2.740541846534422,2.415982370883916,-1.3881525219996609,-1.3495354398405994,6.572391519466656,0.577206843331288,0
-1.77902076923501,0.6670062016092457,-0.17854803785523732,0.751575149480536,-1.8287911000932535,1.1881151002845936,-4.398822750131984,0.06142637573456944,5.6269105322216735,2.1121767328677223,0
2.1334183987316875,-1.1238648682790309,-2.3097848360505218,1.6528012947256205,0.47377158703080424,1.148457841529758,-1.6331146723012762,0.36627870090040804,2.890371986111541,0.6883652455582381,0
-1.797125134494022,1.7912437925408011,1.5602548676733627,0.6649277788955377,-2.733933176830173,1.7887295771461027,-0.9174813550388703,1.2932586886772117,2.1505663792944865,1.4912668886305804,0
-1.233757638337547,-2.4177863760524296,-0.21440822940201487,0.5214187565534556,-1.197622579554781,1.284596569643161,-2.7741723898210724,-0.995872156340557,6.311077136538167,0.2649405870214635,0
2.424167230629838,2.4017021780125654,-7.773111883993227,-0.4410375923017591,0.7068588828529527,4.0677950284051025,-2.5549504854061524,-1.0184433409572502,2.604220181132454,1.3512529194373883,0
-0.8638237097162371,-1.0662373027393652,0.3756586145560888,-1.360896908838397,1.097844371823909,-0.5966832638103361,1.2194198815624515,-1.2766835993860606,-0.42368791100669756,-0.891190465130077,1
1.3125154560665773,-1.716813264505681,-2.099788402635579,0.6214986488102217,1.0881820518400076,0.45819009657715215,-0.1412728786471691,-1.4094119796150975,2.0961722925330615,-0.21565554778999463,0
-2.281658825627958,2.273153954955328,1.3486583224876711,-1.6053368366066214,1.0257412775485597,-0.08965599781834888,1.4470863474815716,2.1245746789820217,-4.454938358049079,-1.000151620941308,0
-2.0602721529730523,2.0116554128795885,2.887746041265965,-1.3373540974924114,-1.6618872049234241,1.5947674429337897,1.0198545674507238,0.4246942590340137,2.15171343625331,3.123629960934799,0
2.143796734562169,0.39548608560901855,-0.14361614140406154,2.9910984995781416,1.0113709809807374,-1.936688780328573,-0.4536576495414787,-1.1377260695643157,1.3417667753835016,2.7988350431048996,0
1.9452906977465025,1.003962390372142,-1.562080266875936,-1.8631669715324923,-2.1694943137467737,-0.14402745538368056,0.5952250579755021,-2.904452214728807,-1.1654390244379158,0.3849920915040834,1
-1.698160394257107,1.806897370089017,0.961987168399731,-0.5543980379149177,-1.7095641037254374,0.6511713076563561,-1.8117266594978303,1.9631180338984837,-0.4700559934416939,0.05761223475158306,0
1.1705962843137194,2.011042645871584,-1.719674633269043,0.9998342657785744,1.6980735348541893,-0.3635715761224325,-2.35806715149245,1.9619698896815878,-0.8375290187437221,1.5027364910836694,0
-0.45963716186238335,-2.4078423159893587,-2.158232672085757,1.7607854499361877,-1.0353447174593557,1.245796170422846,-0.41245331644516425,-2.6245770876307524,3.7288126979140346,-1.9359754298129381,1
